Station Name (LEA),State,Records
WEST LAFAYETTE POLICE DEPT,IN,39
WEST TERRE HAUTE POLICE DEPT,IN,55
WESTFIELD POLICE DEPT,IN,1
WESTPORT POLICE DEPT,IN,3
WESTVILLE POLICE DEPT,IN,3
WHITESTOWN METRO POLICE DEPT,IN,23
WHITLEY COUNTY SHERIFF DEPT,IN,23
WILKINSON POLICE DEPT.,IN,9
WINCHESTER POLICE DEPT,IN,19
WINDFALL POLICE DEPT,IN,2
WINONA LAKE POLICE DEPARTMENT,IN,15
WOLCOTTVILLE POLICE DEPT,IN,17
WOODBURN POLICE DEPT,IN,10
YORKTOWN POLICE DEPT,IN,12
ZIONSVILLE POLICE DEPARTMENT,IN,5
ANDOVER POLICE DEPARTMENT,KS,6
ARKANSAS CITY POLICE DEPT,KS,5
ARMA POLICE DEPT,KS,14
AUBURN WASHBURN SCHOOL POLICE K-12,KS,1
BALDWIN CITY POLICE DEPARTMENT,KS,11
BARTON COUNTY  SHERIFF OFFICE,KS,28
BAXTER SPRINGS POLICE DEPT,KS,11
BEL AIRE POLICE DEPARTMENT,KS,10
BOURBON COUNTY SHERIFF DEPT,KS,5
BURDEN POLICE DEPARTMENT,KS,1
BURLINGAME POLICE DEPT,KS,1
BURLINGTON POLICE DEPT,KS,15
BURRTON POLICE DEPT,KS,2
BUTLER COMM COLLEGE DPS HI_ED,KS,6
BUTLER COUNTY SHERIFF OFFICE,KS,4
CALDWELL POLICE DEPARTMENT,KS,2
CANEY POLICE DEPARTMENT,KS,4
CARBONDALE POLICE DEPARTMENT,KS,5
CHANUTE POLICE DEPT,KS,20
CHAUTAUQUA COUNTY SHERIFF DEPT,KS,22
CHEROKEE COUNTY SHERIFF OFFICE,KS,20
CHERRYVALE POLICE DEPT,KS,7
CHETOPA POLICE DEPARTMENT,KS,4
CHEYENNE COUNTY SHERIFF DEPT,KS,23
CLAY CENTER POLICE DEPT,KS,1
CLAY COUNTY SHERIFF DEPT,KS,7
CLEARWATER POLICE DEPT,KS,14
COFFEY COUNTY SHERIFF DEPT,KS,15
COFFEYVILLE POLICE DEPT,KS,36
COLBY POLICE DEPT,KS,6
COMANCHE COUNTY SHERIFF DEPT,KS,1
COWLEY COUNTY SHERIFF DEPT,KS,14
CRAWFORD COUNTY SHERIFF DEPT,KS,2
DECATUR COUNTY SHERIFF DEPT,KS,3
DICKINSON COUNTY SHERIFF DEPT,KS,17
DODGE CITY POLICE DEPT,KS,1
EDWARDSVILLE POLICE DEPT,KS,3
EL DORADO POLICE DEPARTMENT,KS,5
ELLSWORTH CORRECTIONAL FACILITY,KS,16
EMPORIA POLICE DEPT,KS,11
ENTERPRISE POLICE DEPT,KS,2
EUDORA POLICE DEPARTMENT,KS,13
FINNEY COUNTY SHERIFF DEPT,KS,16
FORD COUNTY SHERIFF DEPT,KS,10
FORT HAYS STATE UNIV POLICE HI_ED,KS,13
FORT SCOTT POLICE DEPT,KS,9
FRANKFORT POLICE DEPT,KS,1
FRANKLIN COUNTY SHERIFF DEPT,KS,15
FRONTENAC POLICE DEPT,KS,2
GARDEN CITY POLICE DEPT,KS,88
GARDEN PLAIN POLICE DEPT,KS,3
GARDNER POLICE DEPT,KS,4
GARNETT POLICE DEPT,KS,9
GEARY COUNTYSHERIFF DEPT,KS,21
GODDARD POLICE DEPT,KS,5
GOODLAND POLICE DEPT,KS,7
GRAHAM COUNTY SHERIFF DEPT,KS,4
GRANT COUNTY SHERIFF DEPT,KS,1
GRAY COUNTY SHERIFFS OFFICE,KS,1
GREAT BEND POLICE DEPT,KS,14
GREELEY COUNTY SHERIFF DEPT,KS,2
GREENWOOD COUNTY SHERIFF DEPT,KS,2
HALSTEAD POLICE DEPT,KS,6
HAMILTON CO SHERIFF DEPT,KS,1
HASKELL COUNTY SHERIFF DEPT,KS,5
HAVEN POLICE DEPT,KS,5
HAYS POLICE DEPT,KS,14
HILLSBORO POLICE DEPT,KS,12
HOISINGTON POLICE DEPT,KS,4
HOLTON POLICE DET,KS,7
HUTCHINSON POLICE DEPT,KS,14
IOLA POLICE DEPT,KS,15
JEFFERSON COUNTY SHERIFF DEPT,KS,19
JEWELL CO SHERIFFS OFFICE,KS,2
JUNCTION CITY POLICE DEPT,KS,11
KANSAS CITY POLICE DEPT,KS,70
KICKAPOO TRIBAL POLICE DEPT,KS,8
KIOWA COUNTY SHERIFF DEPT,KS,2
KS BUR OF PRISONS NCENTRAL REGION,KS,9
KS DEPT OF WILDLIFE PRATT,KS,10
KS STATE GAMING AGENCY LAW ENF,KS,10
LACYGNE POLICE DEPARTMENT,KS,5
LAHARPE POLICE DEPT,KS,3
LARNED STATE HOSPITAL SAFETY DEPT,KS,4
LEAVENWORTH COUNTY SHERIFF DEPT,KS,12
LENEXA POLICE DEPARTMENT,KS,2
LEON POLICE DEPARTMENT,KS,8
LINDSBORG POLICE DEPT,KS,1
LINN COUNTY SHERIFF DEPT,KS,21
LINN VALLEY POLICE DEPT,KS,4
LOUISBURG POLICE DEPT,KS,9
LYON COUNTY SHERIFF,KS,1
MCPHERSON COUNTY SHERIFF DEPT,KS,8
MEADE COUNTY SHERIFF,KS,12
MERRIAM POLICE DEPT,KS,16
METRO TOPEKA AIRPORT AUTH POLICE,KS,4
MIAMI COUNTY SHERIFF DEPT,KS,16
MINNEAPOLIS POLICE DEPT,KS,6
MONTGOMERY COUNTY SHERIFF DEPT,KS,8
MOUNT HOPE POLICE DEPT,KS,5
NEMAHA COUNTY SHERIFF DEPT,KS,4
NEODESHA POLICE DEPT,KS,11
NEWTON POLICE DEPT,KS,6
NORTON POLICE DEPT,KS,6
OAKLEY POLICE DEPT,KS,3
OLATHE POLICE DEPT,KS,1
ONAGA POLICE DEPT,KS,3
OSAGE CITY POLICE DEPT,KS,6
OSAGE COUNTY SHERIFF,KS,42
OSAWATOMIE POLICE DEPT,KS,9
OTTAWA COUNTY SHERIFF DEPT,KS,13
OTTAWA POLICE DEPT,KS,8
OVERBROOK POLICE DEPARTMENT,KS,5
PAOLA POLICE DEPT,KS,9
PARKER POLICE DEPT,KS,1
PITTSBURG POLICE DEPT,KS,17
PITTSBURG STATE UNIV POLICE HI_ED,KS,2
PLAINVILLE POLICE DEPT,KS,5
PLEASANTON POLICE DEPARTMENT,KS,8
PRAIRIE VILLAGE POLICE DEPT,KS,12
PRATT COUNTY SHERIFF DEPT,KS,9
PRATT POLICE DEPT,KS,6
RAWLINS COUNTY SHERIFF DEPT,KS,10
RENO COUNTY SHERIFF DEPT,KS,14
REPUBLIC COUNTY SHERIFF DEPT,KS,1
RICE COUNTY SHERIFFS OFFICE,KS,8
RILEY COUNTY POLICE DEPT,KS,34
SAINT FRANCIS POLICE DEPT,KS,6
SALINA POLICE DEPT,KS,18
SALINE COUNTY SHERIFF DEPT,KS,33
SCOTT CITY POLICE DEPT,KS,7
SEDAN POLICE DEPT,KS,10
SEDGWICK COUNTY SHERIFF DEPT,KS,1
SEDGWICK POLICE DEPT,KS,1
SHAWNEE POLICE DEPT,KS,1
SHERMAN COUNTY SHERIFF DEPT,KS,6
SMITH COUNTY SHERIFF DEPT,KS,6
SOUTH HUTCHINSON POLICE DEPT,KS,2
STAFFORD POLICE DEPT,KS,2
STERLING POLICE DEPT,KS,6
STOCKTON POLICE DEPT,KS,13
THOMAS COUNTY SHERIFF DEPT,KS,4
TOPEKA POLICE DEPARTMENT,KS,55
US DEPT OF VA WICHITA,KS,3
US DOJ ATF WICHITA,KS,13
US FBI TOPEKA,KS,155
VALLEY FALLS POLICE DEPARTMENT,KS,2
WABAUNSEE COUNTY SHERIFF DEPT,KS,14
WALLACE COUNTY SHERIFFS DEPARTMENT,KS,2
WAMEGO POLICE DEPT,KS,4
WASHINGTON COUNTY SHERIFF DEPT,KS,2
WATERVILLE POLICE DEPT,KS,1
WICHITA COUNTY SHERIFFS DEPT,KS,5
WILSON COUNTY SHERIFF DEPT,KS,27
WINDOM POLICE DEPT,KS,1
WINFIELD POLICE DEPT,KS,10
WOODSON COUNTY SHERIFF DEPT,KS,9
WYANDOTTE COUNTY SHERIFF OFFICE,KS,46
YATES CENTER POLICE DEPT,KS,1
ALLEN COUNTY SHERIFF DEPT,KY,16
ANDERSON COUNTY SHERIFF DEPT,KY,18
BARDSTOWN POLICE DEPT,KY,402
BARDWELL POLICE DEPT,KY,11
BARREN COUNTY SHERIFF DEPT,KY,15
BATH COUNTY SHERIFF,KY,6
BEATTYVILLE POLICE DEPT,KY,1
BELLEVUE POLICE DEPT,KY,4
BEREA POLICE DEPT,KY,4
BOONE COUNTY SHERIFF DEPT,KY,75
BOURBON COUNTY SHERIFF DEPT,KY,17
BOYLE COUNTY SHERIFF DEPT,KY,46
BRACKEN COUNTY SHERIFF DEPT,KY,2
BRANDENBURG POLICE DEPT,KY,55
BROWNSVILLE POLICE DEPT,KY,4
BULLITT COUNTY SHERIFF DEPT,KY,47
BUTLER COUNTY SHERIFF DEPT,KY,1
CAMPBELL CO SHERIFFS OFFICE,KY,10
CAMPBELLSVILLE POLICE DEPT,KY,35
CARLISLE COUNTY SHERIFF DEPT,KY,22
CARROLLTON POLICE DEPT,KY,15
CARTER COUNTY SHERIFFS OFFICE,KY,9
CASEY COUNTY SHERIFF DEPT,KY,3
CENTERTOWN POLICE DEPT,KY,1
CLARK COUNTY SHERIFF DEPT,KY,3
CLINTON COUNTY SHERIFF DEPT,KY,1
CLOVERPORT POLICE DEPT,KY,10
COAL RUN VILLAGE POLICE DEPT,KY,2
CORBIN POLICE DEPT,KY,2
COVINGTON POLICE DEPT,KY,55
CUMBERLAND POLICE DEPARTMENT,KY,2
CYNTHIANA POLICE DEPT,KY,1
DAVIESS COUNTY SHERIFF DEPT,KY,34
DAYTON POLICE DEPT,KY,10
EDMONSON COUNTY SHERIFF DEPT,KY,20
ELKTON POLICE DEPT,KY,2
ERLANGER POLICE DEPT,KY,13
ESTILL COUNTY SHERIFF,KY,6
EUBANK POLICE DEPT,KY,4
EVARTS POLICE DEPT,KY,1
FALMOUTH POLICE DEPARTMENT,KY,15
FLEMING COUNTY SHERIFF DEPT,KY,3
FLOYD COUNTY SHERIFF DEPT,KY,2
FORT MITCHELL POLICE DEPT,KY,1
FORT THOMAS POLICE DEPT,KY,4
FRANKFORT POLICE DEPT,KY,2
FRANKLIN COUNTY SHERIFF OFFICE,KY,10
FRANKLIN POLICE DEPT,KY,84
FULTON COUNTY SHERIFF DEPT,KY,4
GALLATIN COUNTY SHERIFF DEPT,KY,5
GEORGETOWN POLICE DEPT,KY,241
GLASGOW POLICE DEPT,KY,17
GRANT COUNTY SHERIFFS OFFICE,KY,16
GRAYSON COUNTY SHERIFF DEPT,KY,4
GREATER HARDIN COUNTY NTF,KY,8
GREEN COUNTY SHERIFF DEPT,KY,1
GREENSBURG POLICE DEPT,KY,9
GREENVILE POLICE DEPT,KY,3
HANCOCK COUNTY SHERIFF DEPT,KY,10
HARDIN COUNTY SHERIFF DEPT,KY,13
HARDINSBURG POLICE DEPT,KY,15
HARRODSBURG POLICE DEPT,KY,43
HART COUNTY SHERIFF DEPT,KY,2
HAWESVILLE POLICE DEPT,KY,4
HAZARD POLICE DEPT,KY,23
HENDERSON COUNTY SHERIFF DEPT,KY,20
HENDERSON POLICE DEPT,KY,188
HENRY COUNTY SHERIFFS DEPT,KY,28
HICKMAN COUNTY SHERIFFS OFFICE,KY,7
HILLVIEW POLICE DEPT,KY,2
HOPKINSVILLE POLICE DEPT,KY,24
INDEPENDENCE POLICE DEPT,KY,5
INEZ CITY POLICE,KY,3
IRVINE POLICE DEPT,KY,8
IRVINGTON POLICE DEPT,KY,22
JACKSON  POLICE DEPARTMENT,KY,16
JEFFERSON COUNTY SHERIFF OFFICE,KY,160
JEFFERSONTOWN POLICE DEPT,KY,131
JESSAMINE COUNTY SHERIFF,KY,11
JOHNSON COUNTY SHERIFF DEPT,KY,12
JUNCTION CITY POLICE DEPT,KY,2
KENTON COUNTY  DETENTION CENTER,KY,33
KENTON COUNTY SHERIFFS OFFICE,KY,26
KY DEPT OF FISH AND WILDLIFE,KY,158
KY STATE POLICE,KY,1271
KY STATE UNIVERSITY POLICE HI_ED,KY,1
LAGRANGE POLICE DEPT,KY,38
LANCASTER POLICE DEPT,KY,71
LAUREL COUNTY SHERIFF DEPT,KY,50
LAWRENCEBURG POLICE DEPT,KY,7
LEBANON POLICE DEPT,KY,21
LEITCHFIELD POLICE DEPT,KY,3
LESLIE COUNTY SHERIFF DEPT,KY,4
LETCHER COUNTY POLICE DEPT,KY,11
LEWISBURG POLICE DEPT,KY,1
LEXINGTON FAYETTE URBAN CTY POLICE,KY,2
LIBERTY POLICE DEPT,KY,10
LINCOLN COUNTY SHERIFF DEPT,KY,60
LOGAN COUNTY SHERIFF DEPT,KY,14
LONDON POLICE DEPT,KY,6
LOUISVILLE METRO CORRECTIONS DEPT,KY,5
LOUISVILLE METRO POLICE DEPT,KY,67
LUDLOW POLICE DEPT,KY,29
LYNNVIEW POLICE DEPT,KY,1
MADISON COUNTY SHERIFF DEPT,KY,21
MADISONVILLE POLICE DEPT,KY,6
MARION POLICE DEPT,KY,1
MARSHALL COUNTY SHERIFF DEPT,KY,12
MARTIN COUNTY SHERIFF DEPT,KY,7
MARTIN POLICE DEPT,KY,2
MASON COUNTY SHERIFFS OFFICE,KY,6
MAYFIELD POLICE DEPT,KY,30
MEADE COUNTY SHERIFF DEPT,KY,1
MENIFEE COUNTY SHERIFF DEPT,KY,10
MONROE COUNTY SHERIFF DEPT,KY,21
MONTGOMERY COUNTY SHERIFF DEPT,KY,4
MOREHEAD POLICE DEPT,KY,2
MOREHEAD STATE UNVERSITY POLICE,KY,4
MORGANTOWN POLICE DEPARTMENT,KY,8
MOUNT STERLING POLICE DEPT,KY,28
MOUNT VERNON POLICE DEPT,KY,3
MULDRAUGH POLICE DEPT,KY,17
NELSON COUNTY SHERIFF DEPT,KY,8
NEWPORT POLICE DEPT,KY,12
NICHOLASVILLE POLICE DEPT,KY,11
OHIO COUNTY SHERIFF DEPT,KY,42
OLDHAM COUNTY POLICE DEPT,KY,120
OLDHAM COUNTY SHERIFF DEPT,KY,15
OWEN COUNTY SHERIFF DEPT,KY,13
OWENSBORO POLICE DEPT,KY,3
OWENTON POLICE DEPT,KY,11
OWINGSVILLE POLICE DEPT,KY,49
PADUCAH POLICE DEPT,KY,88
PENDLETON COUNTY SHERIFF DEPT,KY,4
PIONEER VILLAGE POLICE DEPT,KY,5
PROVIDENCE POLICE DEPT,KY,8
PULASKI COUNTY SHERIFF DEPT,KY,11
RADCLIFF POLICE DEPT,KY,113
RAVENNA POLICE DEPT,KY,11
ROWAN COUNTY SHERIFF DEPT,KY,21
RUSSELLVILLE POLICE DEPT,KY,2
SAINT MATTHEWS POLICE DEPT,KY,20
SCOTT COUNTY SHERIFF DEPT,KY,15
SCOTTSVILLE POLICE DEPT,KY,36
SHELBY COUNTY SHERIF DEPT,KY,12
SHEPHERDSVILLE POLICE DEPARTMENT,KY,2
SIMPSON COUNTY  OFFICE,KY,17
SIMPSONVILLE POLICE DEPT,KY,1
SOMERSET POLICE DEPT,KY,2
SOUTHGATE POLICE DEPT,KY,37
SPENCER COUNTY SHERIFF,KY,43
STANTON POLICE DEPARTMENT,KY,15
TAYLOR COUNTY SHERIFF DEPT,KY,8
TAYLOR MILL POLICE DEPT,KY,1
TODD COUNTY SHERIFF DEPT,KY,9
TOMPKINSVILLE CITY POLICE DEPT,KY,24
TRIGG COUNTY SHERIFFS OFFICE,KY,14
TRIMBLE COUNTY SHERIFFS OFFICE,KY,8
UNION COUNTY SHERIFF DEPT,KY,5
UNIV OF KY  POLICE DEPT HI_ED,KY,12
UNIV OF LOUISVILLE POLICE HI_ED,KY,2
US DOI NPS MAMMOTH CAVE,KY,15
US FBI LOUISVILLE,KY,13
US MARSHALL SVC EASTERN DIST OF KY,KY,1
USDA FOREST SERVICE LEI DAN BOONE,KY,31
USDA FOREST SERVICE LEI WINCHESTER,KY,3
VANCEBURG POLICE DEPT,KY,6
VERSAILLES POLICE DEPT,KY,52
VILLA HILLS POLICE DEPT,KY,32
VINE GROVE POLICE DEPT,KY,87
WARREN COUNTY SHERIFF DEPT,KY,1
WARSAW POLICE DEPT,KY,1
WAYNE COUNTY SHERIFF DEPT,KY,4
WEBSTER COUNTY SHERIFFS DEPT,KY,1
WEST POINT POLICE DEPT,KY,83
WESTERN KY UNIVERSITY POLICE HI_ED,KY,5
WHITLEY COUNTY SHERIFF DEPT,KY,17
WILDER POLICE DEPT,KY,4
WILLIAMSBURG POLICE DEPT,KY,14
WILLIAMSTOWN POLICE DEPARTMENT,KY,6
WILMORE POLICE DEPT,KY,14
WOODFORD COUNTY SHERIFF DEPT,KY,36
ABBEVILLE POLICE DEPT,LA,19
ACADIA PARISH SHERIFF DEPT,LA,14
ASCENSION PARISH SHERIFF DEPT,LA,14
ASSUMPTION PARISH SHERIFF OFFICE,LA,54
AVOYELLES PARISH SHERIFF DEPT,LA,12
BAKER POLICE DEPT,LA,4
BATON ROUGE  CITY CONSTABLE OFFICE,LA,39
BATON ROUGE POLICE DEPT,LA,101
BEAUREGARD PARISH SHERIFF DEPT,LA,15
BENTON POLICE DEPT,LA,2
BIENVILLE PARISH SHERIFF DEPT,LA,23
BOGALUSA POLICE DEPT,LA,17
BOSSIER PARISH SHERIFF DEPT,LA,44
CADDO PARISH SHERIFF OFFICE,LA,120
CALCASIEU PARISH SHERIFF,LA,133
CAMERON PARISH SHERIFF DEPT,LA,21
CARENCRO POLICE DEPT,LA,9
CATAHOULA PARISH SHERIFFS DEPT,LA,6
CHITIMACHA TRIBAL POLICE DEPT,LA,2
CLAIBORNE PARISH SHERIFF,LA,6
COVINGTON POLICE DEPT,LA,4
CROWLEY POLICE DEPT,LA,9
DENHAM SPRINGS POLICE DEPT,LA,16
DERIDDER POLICE DEPT,LA,5
DESOTO PARISH SHERIFF DEPT,LA,26
DIXIE INN POLICE DEPT,LA,3
DIXON CORRECTIONAL INSTITUTE,LA,2
DUBACH POLICE DEPARTMENT,LA,2
EAST BATON ROUGE DAS OFFICE,LA,3
EAST BATON ROUGE PARISH SHERIFF,LA,220
EVANGELINE PARISH SHERIFF DEPT,LA,20
FRANKLIN PARISH SHERIFF,LA,41
GRANT PARISH SHERIFFS OFFICE,LA,1
GREENWOOD POLICE DEPT,LA,2
GRETNA POLICE DEPT,LA,11
HARAHAN POLICE DEPT,LA,4
HARBOR POLICE DEPT,LA,4
HAUGHTON POLICE DEPARTMENT,LA,5
HODGE POLICE DEPT,LA,3
HOMELAND SEC INV LAKE CHARLES,LA,7
IBERIA PARISH SHERIFF DEPT,LA,1
IBERVILLE PARISH SHERIFF DEPT,LA,5
IOWA POLICE DEPT,LA,7
JACKSON PARRIS SHERIFF DEPT,LA,2
JEFFERSON PARISH SHERIFFS OFFICE,LA,1
JENNINGS CITY POLICE DEPT,LA,9
LA  U.S.  MARSHALS  SERVICE,LA,7
LA STATE PENITENTIARY,LA,6
LA STATE POLICE,LA,164
LAFAYETTE PARISH SHERIFF DEPT,LA,101
LAFAYETTE POLICE DEPT,LA,51
LAFOURCHE PARISH SHERIFF DEPT,LA,1
LAKE CHARLES POLICE DEPT,LA,96
LEESVILLE POLICE DEPT,LA,27
LEVEE DISTRICT POLICE,LA,5
LINCOLN PARISH SHERIFF DEPT,LA,40
LIVINGSTON PARISH HOMELAND SECURITY,LA,4
LIVINGSTON PARISH SHERIFF DEPT,LA,8
LIVONIA POLICE DEPT,LA,3
LSU ALEXANDRIA POLICE DEPT HI_ED,LA,2
MANDERVILLE POLICE DEPT,LA,4
MOREHOUSE PARISH SHERIFF DEPT,LA,40
NATCHITOCHES PARISH SHERIFF DEPT,LA,10
NEW ORLEANS POLICE DEPT,LA,7
NEW ROADS POLICE DEPT,LA,17
NORTH HODGE POLICE DEPT,LA,4
NORTHWESTERN STATE UNIV HI_ED,LA,12
OPELOUSAS POLICE DEPT,LA,10
ORLEANS PARISH  CRIMINAL SHERIFF,LA,12
OUACHITA PARISH SHERIFF DEPT,LA,49
PINEVILLE POLICE DEPT,LA,42
PLAQUEMINES PARISH SHERIFF DEPT,LA,59
POINTE COUPEE COUNTY SHERIFF DEPT,LA,31
PORT BARRE POLICE DEPT,LA,11
RAPIDES PARISH COUNTY SHERIFF DEPT,LA,21
RAYNE POLICE DEPT,LA,19
RICHWOOD POLICE DEPT,LA,1
ROSEPINE POLICE DEPT,LA,1
RUSTON POLICE DEPT,LA,56
SAINT HELENA PARISH OFFICE,LA,5
SAINT JOHN PARISH SHERIFF DEPT,LA,1
SAINT LANDRY PARISH SHERIFF DEPT,LA,26
SAINT MARTIN PARISH SHERIFF DEPT,LA,37
SAINT MARY PARISH SHERIFF DEPT,LA,1
SAINT TAMMANY PARISH SHERIFF DEPT,LA,41
SAREPTA POLICE DEPT,LA,1
SHREVEPORT POLICE DEPT,LA,107
SLIDELL POLICE DEPT,LA,14
SOUTHEASTERN LA UNIV POLICE HI_ED,LA,10
SPRINGHILL POLICE DEPT,LA,3
ST CHARLES PARISH SHERIFFS OFFICE,LA,81
ST JAMES PARISH SHERIFFS OFFICE,LA,3
STONEWALL POLICE DEPT,LA,4
TANGIPAHOA PARISH SHERIFF DEPT,LA,33
TERREBONNE PARISH SHERIFF DEPT,LA,40
TICKFAW POLICE DEPT,LA,2
UNIV OF LA  MONROE POLICE HI_ED,LA,12
US DHS HSI NEW ORLEANS,LA,261
US MARSHAL SERVICE SHREVEPORT,LA,13
VERMILLION PARISH SHERIFF DEPT,LA,10
VERNON PARISH SHERIFF DEPT,LA,10
WASHINGTON PARISH SHERIFF DEPT,LA,26
WEBSTER PARISH SHERIFF DEPT,LA,51
WEST FELICIANA COUNTY SHERIFF DEPT,LA,34
WEST MONROE POLICE DEPT,LA,12
WESTWEGO POLICE DEPT,LA,1
YOUNGSVILLE POLICE DEPT,LA,3
ACTON POLICE DEPT,MA,6
AUBURN POLICE DEPT,MA,29
BARNSTABLE POLICE DEPT,MA,6
BELCHERTOWN POLICE DEPT,MA,4
BERKSHIRE COUNTY SHERIFFS OFFICE,MA,2
BILLERICA AUXILIARY POLICE (EMA),MA,16
BLACKSTONE POLICE DEPT,MA,3
BRISTOL COUNTY SHERIFF DEPT,MA,3
BROOKFIELD POLICE DEPT,MA,2
CAMBRIDGE POLICE DEPT,MA,25
CENTRAL MA LAW ENFORCEMENT,MA,6
CHARLTON POLICE DEPT,MA,4
CHATHAM POLICE DEPARTMENT,MA,2
CHELSEA POLICE DEPT,MA,10
CHICOPEE POLICE DEPT,MA,4
CLINTON POLICE DEPT,MA,20
COHASSET POLICE DEPT,MA,15
CUMMINGTON POLICE DEPT,MA,5
DALTON POLICE DEPT,MA,3
DARTMOUTH HARBORMASTER,MA,2
DARTMOUTH POLICE DEPT,MA,2
DIGHTON POLICE DEPT,MA,16
DUXBURY POLICE DEPT,MA,6
EASTON POLICE,MA,3
EVERETT POLICE DEPT,MA,11
FAIRHAVEN POLICE DEPT,MA,12
FALL RIVER POLICE DEPT,MA,2
FOXBOROUGH POLICE DEPT,MA,5
FRAMINGHAM POLICE DEPT,MA,16
FRANKLIN POLICE DEPT,MA,11
FREETOWN POLICE DEPT,MA,2
GLOUCESTER POLICE DEPT,MA,26
GOSHEN POLICE DEPT,MA,1
GRAFTON POLICE DEPT,MA,4
GROTON POLICE DEPT,MA,19
GROVELAND POLICE DEPT,MA,5
HADLEY POLICE DEPT,MA,15
HAMILTON POLICE DEPARTMENT,MA,6
HANSON POLICE DEPT,MA,4
HARWICH POLICE DEPT,MA,14
HAVERHILL POLICE DEPT,MA,7
HINGHAM POLICE DEPT,MA,2
HINSDALE POLICE DEPARTMENT,MA,4
HOLLISTON POLICE DEPT,MA,4
HULL POLICE DEPT,MA,2
IPSWICH POLICE DEPT,MA,26
LAWRENCE POLICE DEPT,MA,21
LEOMINSTER POLICE DEPT,MA,5
LEXINGTON POLICE DEPT,MA,14
LEYDEN POLICE DEPT,MA,22
LOWELL POLICE DEPT,MA,25
LYNN POLICE DEPT,MA,10
MA DEPT OF CORRECTIONS MILFORD,MA,1
MA ENVIROMENTAL POLICE,MA,16
MA STATE POLICE DEPT,MA,161
MANCHESTER BY THE SEA POLICE DEPT,MA,3
MANSFIELD POLICE DEPT,MA,3
MARBLEHEAD POLICE DEPT,MA,7
MARSHFIELD POLICE DEPT,MA,15
MAYNARD POLICE DEPT,MA,10
MBTA TRANSIT POLICE,MA,4
MEDFORD POLICE DEPT,MA,27
MEDWAY POLICE DEPT,MA,6
MELROSE POLICE DEPT,MA,2
METHUEN POLICE DEPT,MA,38
MIDDLEBORO POLICE DEPT,MA,5
MILFORD POLICE DEPT,MA,8
MILLIS POLICE DEPT,MA,3
MILTON POLICE DEPT,MA,101
MONSON POLICE DEPT,MA,6
NEW BEDFORD POLICE DEPT,MA,54
NEW BRANTREE POLICE DEPT,MA,10
NEWBURY POLICE DEPT,MA,1
NORFOLK POLICE DEPT,MA,3
NORTHBRIDGE POLICE DEPT,MA,4
NORTON POLICE DEPT,MA,18
NORWELL MASSACHUSETTS POLICE,MA,2
NORWOOD POLICE DEPT,MA,8
OAKHAM POLICE DEPT,MA,6
ORLEANS POLICE DEPT,MA,4
OXFORD POLICE DEPT,MA,3
PALMER POLICE DEPT,MA,6
PAXTON POLICE DEPT,MA,2
PLYMOUTH COUNTY SHERIFF DEPT,MA,16
QUINCY POLICE DEPT,MA,17
REHOBOTH POLICE,MA,12
REVERE POLICE DEPT,MA,88
ROCKLAND POLICE DEPT,MA,10
ROCKPORT POLICE DEPT,MA,1
SALEM POLICE DEPT,MA,5
SALEM STATE COLLEGE POLICE HI_ED,MA,2
SALISBURY POLICE DEPT,MA,3
SCITUATE POLICE DEPT,MA,28
SHIRLEY POLICE DEPARTMENT,MA,4
SOMERSET POLICE DEPT,MA,42
SOMERVILLE POLICE DEPT,MA,26
SOUTHBRIDGE POLICE DEPT,MA,28
SPRINGFIELD POLICE DEPT,MA,4
STURBRIDGE POLICE DEPT,MA,10
SWAMPSCOTT POLICE DEPT,MA,10
SWANSEA POLICE DEPT,MA,12
TAUNTON POLICE DEPT,MA,7
TEMPLETON POLICE DEPT,MA,4
TOLLAND POLICE DEPT,MA,2
TOPSFIELD POLICE DEPT,MA,5
TYNGSBOROUGH POLICE DEPT,MA,31
UNIV OF MA AMHERST POLICE HI_ED,MA,2
US MARSHAL SERVICE BOSTON,MA,31
WALPOLE POLICE DEPT,MA,4
WAREHAM POLICE DEPT,MA,65
WARREN POLICE DEPT,MA,8
WATERTOWN POLICE DEPT,MA,8
WEBSTER POLICE DEPT,MA,6
WELLESLEY POLICE DEPT,MA,14
WELLFLEET POLICE DEPT,MA,4
WENTWORTH INST OF TECH POLICE HI_ED,MA,1
WEST BROOKFIELD POLICE DEPT,MA,8
WEST SPRINGFIELD POLICE DEPT,MA,7
WESTFIELD POLICE DEPARTMENT,MA,34
WESTPORT POLICE DEPARTMENT,MA,23
WEYMOUTH POLICE DEPT,MA,4
WORCESTER POLICE DEPT,MA,13
ABERDEEN POLICE DEPT,MD,10
ALLEGANY COUNTY SHERIFF DEPT,MD,16
ANNAPOLIS POLICE DEPT,MD,11
ANNE ARUNDEL COUNTY POLICE DEPT,MD,40
ANNE ARUNDEL COUNTY SHERIFF DEPT,MD,40
BALTIMORE CITY SHERIFF OFFICE,MD,51
BALTIMORE COUNTY POLICE DEPT,MD,275
BALTIMORE POLICE DEPT,MD,3
BERLIN POLICE DEPT,MD,15
BERWYN HEIGHTS POLICE DEPT,MD,18
BRUNSWICK POLICE DEPT,MD,12
CALVERT COUNTY SHERIFF DEPT,MD,52
CAMBRIDGE POLICE DEPT,MD,48
CAPITOL HEIGHTS POLICE DEPT,MD,3
